GroupID,GroupName,VariableID,VariableName,VariableDescription
CARS,California Association of Realtors,Affordability,CARS Affordability Index,C.A.R.'s Traditional Housing Affordability Index (HAI) measures the percentage of households that can afford to purchase the median priced home in the state and regions of California based on traditional assumptions. C.A.R. also reports its traditional and first-time buyer indexes for regions and select counties within the state. The HAI is the most fundamental measure of housing well-being for buyers in the state.
B08601,Transportation to Work by Mode,"Margin of Error; Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error - The count of people who travel by car, truck or van (3-person carpool)"
B08601,Transportation to Work by Mode,"Estimate; Car, truck, or van: - Carpooled: - In 4-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 4-person carpool","The count of people who travel by car, truck or van, with passengers (4-person carpool)"
B08601,Transportation to Work by Mode,"Margin of Error; Car, truck, or van: - Carpooled: - In 4-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 4-person carpool","Margin of Error - The count of people who travel by car, truck or van (4-person carpool)"
B08601,Transportation to Work by Mode,"Estimate; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","The count of people who travel by car, truck or van, with passengers (5- or 6-person carpool)"
B08601,Transportation to Work by Mode,"Margin of Error; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Margin of Error - The count of people who travel by car, truck or van (5- or 6-person carpool)"
B08601,Transportation to Work by Mode,"Estimate; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool","The count of people who travel by car, truck or van, with passengers (7-or-more-person carpool)"
B08601,Transportation to Work by Mode,"Margin of Error; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool","Margin of Error - The count of people who travel by car, truck or van (7-or-more-person carpool)"
B08601,Transportation to Work by Mode,Estimate; Public transportation (excluding taxicab):,Estimate; Public transportation (excluding taxicab):,The count of people who travel by public transportation (excluding taxicab)
B08601,Transportation to Work by Mode,Margin of Error; Public transportation (excluding taxicab):,Margin of Error; Public transportation (excluding taxicab):,Margin of Error - The count of people who travel by public transportation (excluding taxicab)
B08601,Transportation to Work by Mode,Estimate; Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Public transportation (excluding taxicab): - Bus or trolley bus,The count of people who travel by public transportation (excluding taxicab) by bus or trolly bus
B08601,Transportation to Work by Mode,Margin of Error; Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error - The count of people who travel by public transportation (excluding taxicab) by bus or trolly bus
B08601,Transportation to Work by Mode,Estimate; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),The count of people who travel by public transportation (excluding taxicab) by streetcar or trolley car
B08601,Transportation to Work by Mode,Margin of Error; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error - The count of people who travel by public transportation (excluding taxicab) by streetcar or trolley car
